pH,x1,x2,y
4.05,2.543263335,0.464624575,2.13204
4.54,3.49284508,0.777730825,1.62348
3.7,2.043434275,0.638786108,2.77752
4.6,4.33342102,0.925424667,1.52568
5.58,3.337686335,0.829082533,0.54768
4.45,4.27786371,0.797691483,1.7604
5.54,6.10654109,0.764777967,0.66504
6.92,5.454866295,0.80378115,0.66504
4.43,2.352627405,0.470650225,1.54524
5.48,5.31677495,0.677661308,0.6846
3.7,1.909899775,0.376069317,1.956
4.55,3.58564835,0.721678933,1.23228
5.07,4.815969825,0.476960683,0.74328
3.82,2.56120306,0.430214117,1.6626
5.96,4.566498865,0.546321683,0.37164
5.84,2.870432155,0.407653342,0.37164
5.41,8.641856975,0.80762305,0.64548
4.47,2.60949487,0.468129233,1.40832
5.45,6.877176415,0.790570967,0.60636
5.44,3.987781525,0.485271067,0.50856
5.42,4.621629165,0.811131142,0.5868
3.77,2.510757795,0.381967242,1.8582
5.86,5.206583895,0.660370017,0.41076
4.49,2.719785205,0.576498767,1.09536
3.71,2.18851865,0.32818825,1.54524
4.88,6.95713843,0.636437167,0.978
5.48,4.03353206,0.583921575,0.54768
4.82,2.96169243,0.4522182,0.86064
4.35,7.646480995,1.724862967,3.59904
4.68,8.87553335,1.331202325,2.58192
4.7,9.636378625,1.247511542,2.6406
4.53,7.724104575,1.846362967,2.79708
5.64,8.79010983,1.3867732,0.66504
5.48,4.217492145,1.007698892,0.8802
5.92,4.92922044,1.033938083,0.56724
5.66,7.832827305,1.234922133,0.91932
5.14,3.288603635,0.656319425,0.95844
3.86,2.01430368,0.670639175,2.8362
4.18,2.42846916,0.735878142,2.19072
4.39,1.25642642,0.187111333,4.2054
5.49,7.64391483,0.993867833,1.25184
4.43,2.446040615,0.51406535,2.445
5.25,5.25950929,0.832617125,1.21272
4.75,4.237217665,0.94367055,1.7604
5.99,9.675739065,1.290437825,0.5868
4.26,5.12262707,0.639604608,5.06604
4.43,2.471470795,0.457652883,3.18828
5.49,6.61066553,1.346861758,1.13448
5.14,4.77003792,0.9324136,1.15404
5.33,3.904522455,0.687244033,0.978
4.49,5.26614415,0.789416733,3.67728
4.4,1.63745091,0.386948892,2.50368
3.99,2.418443945,0.632381467,2.3472
4.39,2.269347215,0.355189358,4.14672
5.24,9.24733507,1.615566367,1.33008
5.89,13.64663646,0.847933558,0.62592
4.38,1.710491925,0.278155175,3.5208
5.35,4.69923327,0.680722833,0.91932
4.73,7.047811045,1.344930383,2.445
5.65,6.402482435,1.2214824,0.80196
5.68,9.485946235,1.263201017,0.93888
4.33,2.764554405,0.540316025,3.73596
4.92,5.91708957,0.78630725,2.36676
4.19,1.89398705,0.26354765,5.6724
5.12,3.784496045,0.748322517,0.91932
5.26,2.552365765,0.412644875,0.52812
5.39,2.447226575,0.348033633,0.43032
5.54,2.618853085,0.3795151,0.41076
5.94,3.600730175,0.456815642,0.3912
5.94,4.766396665,0.818321167,0.43032
5.47,2.260868175,0.803281992,0.50856
5.53,3.507051655,1.277319367,0.54768
4.81,2.98359492,1.748366075,0.60636
5.16,3.46096977,2.500733483,0.64548
4.88,3.46816291,0.483784775,1.60392
5.61,6.024275075,0.930375317,0.7824
4.67,2.01818329,0.383785733,1.15404
4.2,1.23037842,0.5465126,1.58436
4.11,3.922059045,1.393923783,2.32764
5.86,4.47237911,0.691853567,0.2944
5.9,4.41077039,0.617204208,0.2208
5.92,5.35812444,0.679101217,0.2576
5.92,5.4505029,0.738391275,0.276
4.53,2.40461383,0.536856717,0.8464
3.7,1.167997625,0.284587,1.3432
4.01,2.03866721,0.531993867,1.3064
3.97,1.62003486,0.8204128,1.2144
3.91,1.256797485,0.843351117,1.3064
5.96,16.31290043,3.284642342,0.552
5.87,13.9917275,1.474325758,0.6072
5.54,11.47271397,1.591624342,0.8832
4.4,13.16478237,1.57750595,0.7728
4.45,12.00313287,0.937806417,2.9624
4.73,16.29183132,0.941069883,2.1712
4.69,11.72665511,1.6881531,2.1344
4.17,6.39670937,1.405800642,3.772
5.04,1.692516545,0.221960042,0.4416
4.96,3.189282085,0.493468208,0.6256
5.14,4.096583925,0.663429258,0.8464
4.71,1.457806755,0.25043595,0.7176
4.95,3.00249796,0.660359708,0.7728
4.09,3.536773705,0.611724417,1.8216
4.5,1.3058148,0.251881625,0.7544
5.08,3.312403535,0.522220575,0.7544
4.89,4.11183336,0.54660155,0.92184
4.43,0.970314025,0.23265965,0.8464
4.42,0.52592341,0.091849067,0.552
4.15,4.410757635,1.11393835,3.1464
4.31,5.14824302,1.731721775,2.2632
3.92,1.95120378,1.008152308,2.76
4.41,4.60216029,1.045738308,3.6432
4.02,1.773335345,0.596455767,2.9808
3.95,4.19738002,1.643442875,2.9624
3.92,2.228338775,1.381658117,3.2016
3.75,1.590626195,1.275282517,3.4224
3.85,1.48843978,0.9437118,3.3304
5.4,10.50044781,1.47678305,0.4784
4.9,2.56083282,0.58881705,0.8464
5.09,3.85348376,0.57436575,0.7728
4.97,2.103994195,0.460613925,1.0672
5.24,3.23566385,0.532544367,0.5704
5.84,2.97661891,0.355086875,0.3496
4.85,10.49956946,2.833952675,0.95844
4.6,8.99570433,2.374176158,0.985824
5.67,11.21145706,2.818931017,0.56724
5.08,9.490114585,2.006190483,0.64548
4.92,10.4763989,2.860437017,0.54768
4.92,9.82320272,3.728545008,0.7824
5.92,13.98944002,2.428903125,0.54768
5.37,10.77207389,3.249764217,0.76284
5.38,8.48160527,1.669078333,0.72372
5.13,8.973199255,1.906553558,0.6846
5.55,9.314618965,1.456566175,0.52812
6,10.03907416,1.482785192,0.35208
5.48,3.982193715,0.859631225,0.5868
5.99,6.863426165,1.132852517,0.41076
6,14.09482835,1.841013408,0.52812
5.75,5.20154535,1.102271442,0.46944
5.99,9.634539895,1.273933183,0.44988
5.98,7.33004177,1.213549992,0.43032
5.95,7.14031782,1.257697333,0.41076
5.44,2.20974147,0.813220525,0.56724
5.34,3.670402965,0.4820037,0.66504
4.72,1.72146065,0.213475042,0.84108
5.58,5.00856536,0.415785058,0.43032
5.79,3.36378519,0.19864595,0.44988
5.35,4.40665546,0.622164058,0.60636
5.38,2.722083185,0.270694217,0.56724
5.48,2.669839165,0.252757658,0.62592
4.84,2.569651305,0.461934808,0.76284
4.63,3.119565215,0.652766733,1.1736
5.06,5.222064895,0.760833725,0.95844
4.69,2.827335735,0.403234283,1.15404
5.55,4.367694015,0.76413025,0.7824
5.76,7.059083185,0.146811692,0.44988
5.1,2.99975339,0.451254817,0.70416
4.68,4.288630885,1.0112388,1.38876
5.35,4.3645117,0.725678725,0.62592
5.17,4.106718725,0.457580467,1.2714
5.05,1.990537665,0.252833192,0.46944
5.71,2.662180125,0.263583517,0.37164
4.77,1.94410161,0.269626367,0.5868
5.36,2.953604435,0.642364833,0.46944
4.9,2.18504814,1.679933908,0.74328
4.86,1.96430732,0.331455542,0.489
5.59,3.72333791,0.70146735,0.50856
5.53,2.151761175,0.94727565,0.41076
4.61,2.98081249,0.7860892,0.89976
4.6,2.986812475,0.634581258,0.80196
4.56,1.662281165,0.405645042,0.54768
5.45,3.592297715,0.773730375,0.46944
4.61,2.68818469,0.908879883,0.82152
3.98,0.70026014,1.009474458,0.983868
3.6,0.591631045,0.3840545,1.1736
3.67,0.75279702,1.236303708,1.70172
3.96,0.642174375,0.572806192,0.93888
5.66,5.73784355,2.439788883,0.44988
5.49,5.24325568,1.382767483,0.70416
5.7,4.56956168,1.337652092,0.52812
5.86,3.49519227,1.637597625,0.552
5.42,5.49889701,1.462580733,0.7176
5.27,5.889096815,1.595705817,0.7176
4.52,6.742048405,1.682429683,2.1712
5.76,5.734716015,2.018470942,0.4416
5.66,5.6259821,4.503718742,0.4968
5.36,9.545021045,5.733051525,0.6624
5.56,6.70553332,1.846400458,0.4968
5.97,5.64971876,1.74417055,0.3312
5.54,6.244675525,1.805411075,0.5888
4.67,0.796256885,0.236847017,0.415
4.91,2.131143265,0.926875292,0.6624
4.28,2.30329181,0.578327058,1.288
4.83,1.580528175,0.256030583,0.4968
4.94,2.02351493,0.592390708,0.6256
5.43,3.981226705,0.671096367,0.4968
4.94,1.07739321,0.174739692,0.368
5.34,0.61132916,0.243776017,0.368
5.24,1.40346372,0.363819292,0.3496
4.4,0.79967204,0.365424283,0.4232
5.7,1.384127815,1.063958,0.3312
5.59,0.862908725,0.743982975,0.4232
5.74,1.32364407,0.824021642,0.3864
5.48,1.033521235,0.364250667,0.4048
5.85,1.086849605,0.214291208,0.4232
5.13,0.85770625,0.2788784,0.3312
5.62,0.66771705,0.134754367,0.3312
5.64,0.95651295,0.241772175,0.276
5.06,0.78127611,0.185187808,0.276
4.94,0.675325245,0.167154458,0.3312
5.66,0.579732395,0.193210542,0.2392
5.08,0.664162755,0.18039675,0.2024
4.85,1.2074985,0.471656517,0.3496
5.35,0.858726875,0.266760358,0.2208
5.93,0.93997408,0.207516917,0.184
5.09,0.545438765,0.154740725,0.2208
4.82,0.85607673,0.37391975,0.3312
5.58,0.676640715,0.135003058,0.2208
4.85,1.517068565,0.387132467,0.4784
4.48,2.063667345,0.20306435,0.828
4.58,4.368746695,1.907943592,0.92184
5.59,8.24083317,3.175237592,0.38
5.81,3.836000375,1.2707232,0.22
5.8,2.811439665,0.963803958,0.24
5.88,3.65644023,1.202082033,0.26
5.86,4.08253587,1.234472033,0.3
5.69,3.429368335,1.153630808,0.32
5.91,3.528202085,1.079505983,0.28
5.93,7.910601275,2.650747408,0.24
4.47,1.381934325,0.565194433,0.82
5.81,4.87330141,0.754722767,0.26
5.58,3.414923875,0.678095558,0.26
4.66,2.57702991,0.6242034,0.54
5.35,2.838651305,1.007499242,0.36
5.09,3.52065922,0.701924833,0.38
5.65,4.909896925,1.178428658,0.3
5.32,2.922218135,0.465478958,0.26
5.5,3.51340577,1.286533775,0.28
4.61,2.11833119,0.5606922,0.52
5.65,2.589754155,0.826816908,0.24
5.35,2.320524085,0.6753832,0.26
4.62,1.25211245,0.257355458,0.28
5.62,5.11539557,0.993398642,0.34
4.09,2.19776172,0.6968853,1.3
3.57,0.701788335,0.2122885,0.82
4.85,2.132574,0.482298083,0.4
5.89,3.295653865,0.845711342,0.22
5.44,2.050649555,0.546994625,0.28
4.73,1.542955555,0.439639292,0.4
5.18,2.150929285,0.529583992,0.32
5.32,1.610358335,0.575237458,0.24
5.9,5.186634115,1.415211808,0.2
5.65,3.166563085,0.757358433,0.22
5.44,3.345570245,1.069716092,0.28
4.4,2.399105795,0.412562858,0.68
4.53,3.713017765,0.5866486,1
5.68,3.62817396,0.874220358,0.26
5.38,4.009687815,1.506832533,0.32
5.35,3.225943655,0.682495933,0.32
5.77,5.85816588,1.582072208,0.34
5.58,4.92377933,1.161790683,0.4
5.08,3.919160805,1.12783775,0.82
5.52,6.16906549,1.431461633,0.42
5.51,3.740745735,0.912889483,0.36
5.24,4.340719285,1.162776208,0.46
5.88,3.70148436,0.97409285,0.3
5.97,7.35527043,1.818827375,0.26
5.99,4.190150015,0.760057675,0.22
5.73,12.43659382,5.341052708,0.26
5.81,15.88105784,5.478340767,0.32
5.6,0.768730905,0.228776308,0.18
4.1,4.55697443,1.273772567,1.3
5.36,5.64170071,1.513853275,0.44
5.33,9.941778965,1.639934908,0.6
5.46,5.330928625,1.114562892,0.46
5.4,4.86541482,1.705423417,0.4
5.73,2.218954365,0.421398425,0.18
5.37,3.294709075,0.69106535,0.28
4.66,2.221276025,0.634205142,0.58
5.48,2.17863167,0.772014917,0.26
5.46,1.60482385,0.47634885,0.2
5.1,2.213767095,0.651703058,0.38
4.5,1.81171886,0.628792017,0.7
5.27,2.489829635,0.6245955,0.3
4.04,3.109777285,1.558212217,1.28
4.22,5.03819571,1.652955833,1.32
5.97,2.79227934,0.602561225,0.24
5.7,3.022715165,1.074477342,0.34
5.94,2.56232691,0.693118025,0.22
5.51,2.338549895,0.625346558,0.32
5.55,3.13838775,0.819527392,0.3
5.83,2.81211879,0.876365758,0.2
5.93,2.396309235,0.694920883,0.22
5.97,3.29909622,0.634749867,0.2
5.77,2.1432455,0.610661842,0.24
5.7,1.892961715,0.678931558,0.24
5.87,3.109908505,0.966069083,0.18
5.66,2.865891835,0.671212092,0.26
5.84,3.33876256,1.03477895,0.24
5.77,2.726880985,0.864329125,0.24
5.93,2.98801991,0.824242117,0.16
5.92,2.47127649,0.6853363,0.2
5.46,2.039353005,0.627970958,0.26
5.77,2.269733965,0.755384425,0.22
5.68,2.490942975,0.688909692,0.24
5.39,2.799745755,0.581488967,0.3
5.39,2.48278157,0.741101425,0.3
5.49,2.58699893,0.7597823,0.28
5.7,2.99891358,1.033779933,0.24
5.71,3.102046025,1.004879742,0.2
5.92,3.07468168,0.894913467,0.18
5.84,4.5301859,1.030767992,0.22
5.57,4.67749474,1.122211592,0.26
5.43,3.284593305,1.083776042,0.26
5.67,2.93851688,0.906176942,0.22
5.83,4.81917268,0.913733158,0.18
5.55,3.489976325,0.788618217,0.28
5.83,4.210072065,1.101497183,0.24
5.76,2.979253595,0.854862633,0.18
5.66,3.075752165,0.928169908,0.26
5.05,1.969259395,0.615857942,0.34
5.58,2.36284901,0.678560175,0.18
5.21,1.933705895,0.503463658,0.26
5.96,3.1266297,0.989614617,0.18
5.86,5.095624265,0.799245167,0.2
5.35,2.00616429,0.6031529,0.3
5.83,2.524341405,0.710423767,0.18
5.54,1.62721814,0.491821208,0.2
5.22,1.41231341,0.516686692,0.24
5.75,2.188144185,0.483964275,0.16
5.43,2.95950156,0.621322217,0.38
5.65,2.745360455,0.523841192,0.2
5.56,2.64747022,0.406898617,0.2
5.79,3.68128925,0.86365695,0.18
5.97,3.00089128,0.733824275,0.16
5.93,3.0578804,0.700844683,0.18
5.92,2.971328,0.682379142,0.18
4.31,0.883106165,0.2836286,0.4
4.54,0.543496685,0.178489117,0.3
4.24,1.18963612,0.448687175,0.6
4.17,0.393233145,0.14556265,0.5
3.92,1.24773587,0.442154758,1.06
3.94,0.416588695,0.162738233,0.46
4.21,0.627104745,0.284796858,1.06
4.14,0.555154085,0.284949567,1.54
3.83,2.16390472,0.250802558,0.82
4.15,0.61099753,0.275679475,1.02
3.97,0.65371614,0.377250017,1.4
4.45,1.799869255,0.500570125,0.6
4.53,0.79324519,0.292509025,0.34
3.77,0.869828825,1.308907733,1.22
5.96,3.21080692,1.015208775,0.14
5.93,2.6363065,1.072946925,0.16
5.92,2.37157099,2.134346917,0.18
5.71,2.455455045,0.727851733,0.18
5.03,10.74125673,1.4747926,1.32
5.25,8.733948775,2.798770225,0.78
5.01,7.97809588,2.146854767,1.22
5,9.7593307,2.338638708,1.28
4.29,2.235856615,1.2047603,1.12
5.56,2.700752525,0.697261458,0.38
4.36,1.42857942,0.5380379,0.41
5.2,2.41129436,0.646654,0.29
5.02,1.670266145,0.4518477,0.39
5.11,2.04134246,0.491661158,0.3
4.95,2.13306191,0.4741006,0.58
5.02,4.08928294,0.580052508,0.7
4.62,2.82648606,0.5827501,0.82
5.36,2.809148715,0.615822958,0.43
5.61,2.82313541,0.438870108,0.43
5.86,2.913286245,0.463171533,0.22
5.87,3.90563454,0.556384442,0.23
5.45,3.309333515,0.755497533,0.4
5.75,3.17623724,1.134467692,0.3
5.03,3.27781228,1.837519792,0.43
4.79,2.797975215,2.178296133,0.41
5.2,3.45954665,1.686515158,0.51
5.53,5.471533295,2.881744908,0.48
5.96,3.68215879,0.60259285,0.33
5.61,3.555544905,0.535478617,0.4
5.53,3.315012645,0.523582775,0.32
4.22,2.98228703,0.696036692,0.42
4.31,2.79687367,0.639060442,0.79
3.71,1.41823307,0.310029908,1.3
4.86,2.251882955,0.435046117,0.51
5.88,3.481061045,0.599011692,0.39
5.73,9.55781659,2.308347508,0.38
5,4.026418365,2.771761075,0.52
4.14,2.821682365,3.1248684,0.48
3.86,2.797025365,3.421487708,0.72
4.38,3.40110692,3.22524485,0.63
5.6,5.820723455,2.288062392,0.41
5.62,6.125673855,2.124358667,0.33
5.79,7.039457,2.274331342,0.38
5.76,5.238412735,1.975305842,0.3
5.6,2.05991417,0.803641,0.28
5.53,1.30502077,0.836063417,0.3
5.9,5.99265212,4.2324032,0.29
5.66,1.3817235,0.273324783,0.3
5.2,1.005134365,0.229211708,0.31
5.37,0.736980655,0.184706458,0.2
4.86,1.080359175,0.2717076,0.2
4.96,0.616394555,0.2022035,0.31
5.32,1.08635616,0.223897767,0.29
5.32,0.77096239,0.185812658,0.21
4.69,0.787265485,0.205113017,0.31
5.1,0.8221388,0.218554733,0.29
4.84,0.77257723,0.222149033,0.33
4.88,0.756981435,0.2333818,0.31
5.9,3.375003695,1.393745375,0.3
5.99,3.78157421,1.306233092,0.3
5.03,1.785414075,0.683958617,0.42
4.84,2.421209915,0.822715233,0.7
4.59,1.76214657,0.649405375,0.89
5.53,3.93389056,1.104658033,0.41
5.05,2.388789505,1.137131675,0.59
4.99,2.8272255,1.103944967,0.79
5.26,1.872894175,1.283611208,0.51
5.46,2.172181785,1.138729642,0.38
4.61,1.779615585,0.852979533,0.8
4.53,2.145561735,0.813261475,0.98
5.87,5.707202865,1.148321783,0.29
4.79,2.121829435,0.794450233,0.63
4.54,1.75110324,0.774811808,0.81
5.37,2.91853133,1.303984483,0.4
5.88,4.658532535,0.59834395,0.37
5.76,6.26166167,1.122399342,0.43
5.61,5.36248481,1.100976608,0.42
5.18,2.701409555,0.965380283,0.52
5.72,7.561401795,1.763573542,0.51
4.55,2.49950655,0.846727467,1.24
4.41,1.361925215,1.18205405,1.09
5.12,5.01388857,0.614122025,0.8
5.94,6.77749744,1.100479867,0.32
5.77,6.97563918,0.973991458,0.39
5.45,7.26352138,1.624539692,0.72
5.17,4.732368135,1.215587958,0.72
4.85,2.734692035,0.921282417,0.8
5.54,5.001143345,0.795858658,0.53
4.76,2.294105835,0.552935425,0.9
4.53,1.09756113,0.406493817,1.12
5.97,9.29478019,1.259359975,0.31
5.94,8.27456701,1.070817475,0.32
5.96,7.86081562,0.886315625,0.3
5.26,2.877486705,0.924726725,0.5
5.22,2.426944835,0.779620492,0.41
5.31,2.87619542,0.941007483,0.43
5.42,2.49067846,0.94741065,0.32
5.91,9.606930845,1.212189692,0.2
5.31,10.45219,1.640281442,0.7
5.84,3.422145725,0.601085933,0.23
5.03,5.391693695,1.187303292,0.91
5.55,5.96505954,1.167503208,0.42
5.81,2.772505915,0.786744192,0.23
5.93,5.12462839,0.91578865,0.24
5.85,4.671401395,0.958646108,0.28
5.81,4.123349065,0.818482542,0.29
5.69,3.871139005,0.797942908,0.3
4.12,1.176615035,0.331066425,0.72
3.93,0.535362785,0.252504383,0.6
3.96,0.9475337,0.3242619,0.61
5.05,1.64830167,0.5223034,0.3
4.65,2.053838135,0.388020758,0.6
5.04,1.1699258,0.329629408,0.39
4.14,1.075467995,0.274743933,0.62
3.97,0.848097365,0.338908533,0.71
3.92,1.119327655,0.626038967,0.92
5.36,3.50878941,0.8558024,0.41
4.7,1.230869915,0.557222925,0.55
5.64,2.10245916,0.745380533,0.3
5.05,1.23340475,0.417395642,0.37
4.83,1.68576052,0.605211733,0.61
5.64,1.64113264,0.668249475,0.32
4.06,0.896926615,0.393967125,0.8
5.22,2.33257773,0.689858383,0.5
5.97,4.090189595,0.804946775,0.41
5.67,1.67023063,0.5422106,0.3
5.24,1.646981895,0.458331825,0.35
4.27,1.49134956,0.731510267,0.83
4.42,2.40128908,1.501097308,1.19
5.14,2.027069635,0.8944385,0.51
5.72,2.771548665,0.817717608,0.29
5.71,2.788281215,1.270343858,0.32
5.6,0.98299474,0.495832225,0.27
5.89,1.29987118,0.568041717,0.2
5.74,1.318004565,0.689342625,0.21
5.73,4.025201435,1.542184675,0.38
5.59,2.25447939,1.761746533,0.31
5.5,3.805823385,3.152743183,0.43
5.93,2.97089714,1.880545092,0.29
5.78,3.73785029,2.206667642,0.3
5.39,3.772630135,1.555739767,0.42
5,4.164925715,2.058172425,0.57
4.96,4.208963475,3.464046083,0.61
5.79,5.42155913,2.208029667,0.33
5.18,3.78413805,3.75615765,0.41
5.16,4.697649095,3.284268175,0.42
5.29,4.4449911,2.5683095,0.52
5.36,4.39525684,1.99920785,0.47
3.9,1.04123372,0.492353742,0.71
3.71,0.501626235,0.245868317,0.91
3.97,0.52112745,0.244778008,0.58
4.29,2.27629271,0.619383825,0.59
3.99,1.65966166,0.492900625,0.7
4.36,1.39263224,0.589093617,0.51
3.85,0.930760095,0.327924617,0.69
3.53,0.776457865,0.401616767,1.42
4.22,1.838700025,0.6481167,0.7
5.52,2.22763295,0.484386983,0.28
4.7,4.363160545,1.740887308,0.5
4.15,1.569042625,0.399621133,0.69
4.03,1.531941445,0.509782167,0.6
5.43,6.17399608,1.64186275,0.41
5.64,3.672236715,0.522732558,0.3
5.13,2.233412355,0.860324867,0.4
4.61,1.40260221,0.583960567,0.39
5.85,1.38014101,0.42332645,0.2
5.9,1.399500445,0.477297375,0.19
4,1.82484749,0.536813725,0.87
4.56,2.50270452,0.688207408,1.02
4.89,3.92145721,0.763368592,1.09
4.7,3.592281535,0.893396575,1.04
5.09,4.74240426,1.151938942,0.9
4.44,2.55166476,0.874083183,1.51
4.98,3.87144883,1.111232967,0.91
4.5,2.254152395,1.135098425,1.51
4.81,4.37302631,0.835372142,1.18
4.09,2.34482619,0.542981117,2.64
4.62,3.816190345,1.044308183,1.4
4.78,2.48304667,0.586715967,0.78
5.21,2.54296035,0.962534725,0.48
4.61,1.928994475,0.446166467,0.79
4.99,4.429147785,0.7736747,0.78
5.63,5.443868265,1.337088233,0.5
5.88,4.79556579,1.383040033,0.33
5.41,4.71846836,1.00647015,0.61
5.54,6.221437435,3.107335575,0.79
5.41,3.488269715,2.040159733,0.7
5.47,3.28340997,1.779673558,0.5
5.35,2.29163295,1.655209617,0.48
5.89,1.96667437,1.944663375,0.3
5.38,3.13901739,1.644015575,0.31
5.04,2.32700476,1.387420692,0.52
4.33,1.825090215,1.599090892,0.78
5.62,3.221527155,1.717162875,0.44
5.13,2.481695215,1.7273268,0.62
4.63,1.569356035,2.4015835,0.64
5.82,2.254074465,0.917102142,0.29
5.6,2.557526305,1.052793792,0.41
5.76,3.4126847,1.12069625,0.32
5.68,4.09322449,1.12188425,0.49
5.84,4.42222393,0.846610925,0.37
5.3,1.941664785,0.968366542,0.61
4.93,2.3654486,0.990872875,0.8
5.33,2.22001371,0.870786458,0.41
5.59,2.7885955,0.96315225,0.37
5.44,2.66554847,0.429957333,0.31
5.69,3.16821358,0.53564005,0.3
4.91,1.75698152,0.622981625,0.58
5.08,1.5648774,0.547090683,0.52
5.17,1.718481315,0.7043503,0.49
5.23,2.24253774,0.797629525,0.59
5.03,1.486066065,0.611052567,0.48
3.99,1.3165091,1.16955735,1
5.73,1.537768305,0.398791467,0.3
5.41,2.17195584,0.515483083,0.31
5.38,2.44010465,0.948790683,0.49
5.21,2.616030545,1.094037292,0.32
4.66,1.72608372,3.566021117,0.71
5.66,4.422639095,2.42577735,0.4
3.43,2.210715395,2.812834658,1.9
5.66,4.97114813,3.0276459,0.44
5.9,1.849659525,2.738854658,0.3
5.89,3.76639013,0.8986044,0.31
5.61,3.290559235,1.504271892,0.41
5.56,2.61318015,1.497323792,0.3
5.45,4.135734365,0.803717958,0.49
5.2,3.566429565,0.889109025,0.42
5.16,3.350253125,1.473248633,0.43
5.72,5.129169455,2.4712978,0.38
5.62,3.689381145,5.154882533,0.31
5.7,3.21545775,6.248564733,0.31
5.44,2.553394365,1.389276258,0.4
5.65,2.842463615,2.442767342,0.39
5.91,2.891456715,3.484657375,0.32
5.41,5.6744296,0.9647595,0.58
4.7,4.575598195,0.796254092,0.92
4.16,3.63015499,0.911180992,1.09
5.94,5.693887675,3.549531217,0.33
5.48,5.29603884,1.507097742,0.42
5.75,4.983801965,5.317909458,0.38
5.15,6.77106126,17.78963923,0.52
5.7,12.13697757,0.634902467,0.42
4.91,4.76244565,0.856502825,0.73
4.64,4.34128897,1.003567717,0.92
4.69,3.689430465,0.607859175,0.64
4.91,4.483464135,2.6034205,0.56
4.97,3.201349655,7.036685992,0.4
5.61,4.510491345,1.297862225,0.3
5.62,3.34145562,1.836698208,0.28
5.64,2.195523255,1.633125633,0.16
4.79,3.79376661,1.296703492,0.6
5.09,4.003265585,2.001027033,0.44
5.58,1.758148155,3.58186615,0.18
5.95,4.607760945,0.999780917,0.28
5.14,2.508372745,1.446182208,0.5
5.21,2.16902748,2.574460717,0.42
5.33,3.440145415,1.173895083,0.48
5.69,2.486576435,3.122217258,0.34
5.51,1.93303063,3.720401917,0.2
5.22,4.16547182,0.979228142,0.56
5.56,2.493425065,2.662412433,0.26
5.74,1.219978145,0.746506758,0.24
5.76,2.42269603,2.843505292,0.28
5.74,3.58796081,0.856285983,0.32
5.35,3.014676765,0.721230492,0.4
5.84,3.153498375,2.577883808,0.22
5.58,3.722896965,0.897129875,0.36
5.64,2.3365425,1.285221892,0.3
5.79,1.958812485,1.437903867,0.2
4.49,0.73905874,0.284767583,0.42
4.59,1.524514925,1.878395958,0.58
5.96,4.4981233,1.327568017,0.22
4.37,1.043574075,0.401277283,0.52
4.5,2.078979105,0.655698842,0.66
3.79,0.79145813,0.292370392,1.32
5.83,1.72411457,1.198981583,0.28
4.39,1.429681025,0.661139767,0.7
5.5,2.17674929,0.501054392,0.3
5.95,2.04003091,1.975030758,0.3
5.79,2.492186355,3.3350655,0.36
5.34,1.38044942,1.544925567,0.38
5,1.25482967,1.014246608,0.36
5.53,4.454047445,0.658178392,0.54
5.76,3.362903075,0.4805787,0.3
5.84,4.125244655,0.666080333,0.3
5.62,2.21459893,0.384983708,0.24
5.03,1.824263765,0.43355895,0.66
4.15,1.23412689,1.195946483,0.6
4.5,1.13632275,0.43777415,0.46
4.65,1.704899905,1.936069392,0.56
4.69,1.048100575,0.55241115,0.42
4.55,0.691529735,0.268351992,0.44
3.97,0.57565926,0.196931625,0.62
5.11,1.61223081,0.582258458,0.46
4.67,1.30846189,0.363336117,0.6
4.46,1.51574695,0.427537225,0.64
4.58,0.84821514,0.352934983,0.5
5.7,3.2999035,0.625687375,0.36
5.4,4.45498463,1.605549717,0.52
4.43,3.019078155,2.026710667,0.96
4.41,1.30640729,0.425600825,0.72
4.25,1.299805355,0.404979533,0.98
4.09,1.367479155,0.460520417,0.9
5.47,2.80672506,0.504231758,0.3
3.98,1.47189819,0.540358425,0.68
5.15,2.059348415,0.58065615,0.38
3.83,1.30229746,0.469266967,0.84
4.77,2.623746225,0.8913637,0.7
4.45,2.701565665,1.271310067,1.5
4.53,3.603107915,1.477709192,1.36
5.99,6.578411365,1.1229712,0.32
5.24,3.441060945,0.969298692,0.4
4.75,2.586167905,1.072510225,0.8
3.74,0.88457229,0.379826483,0.98
3.91,1.01262248,0.398767908,0.8
5.48,3.836752635,0.750050433,0.5
4.91,1.75421439,0.43649295,0.7
5.43,3.156939385,0.624589842,0.54
5.33,1.981064835,0.462228325,0.48
5.57,2.60194234,0.589109225,0.46
5.27,2.261093995,0.743636708,0.4
5.91,5.3052675,0.817397883,0.26
5.64,1.320374575,0.518123783,0.2
5.49,4.770448745,0.767990033,0.44
5.52,2.7941688,0.65811895,0.4
5.47,7.07164952,1.128084317,0.58
5.53,3.08463317,0.75062135,0.4
3.98,1.525235995,0.510363725,2.14
3.9,2.167815335,0.439759492,4.22
4.29,2.61391559,0.898044425,1.78
4.96,1.509509755,0.468993467,0.72
5.58,4.135415115,0.927543317,0.48
5.82,5.14707127,0.96992665,0.3
5.38,7.370733615,2.889991283,0.42
5.64,12.18093437,4.940440358,0.4
4.3,1.157401065,0.367658533,0.6
5.54,1.135444115,0.704514317,0.28
5.06,1.499285105,0.568103775,0.26
5.93,3.158628625,1.494294842,0.16
4.3,1.102092745,0.472503742,1
